Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0
L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0
M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0
L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0
M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0
H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0
L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0
L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0
L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0
L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0
M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0
L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0
L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0
H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0
H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0
M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0
L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0
L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0
M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0
L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0
H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0
H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0
L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0
M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0
L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0
L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0
M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0
L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0
L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0
M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0
H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0
H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0
L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0
H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0
M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0
M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0
M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0
L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0
M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0
H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0
H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0
L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0
L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0
L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0
M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0
L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0
L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0
M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0
M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0
L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0
M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0
M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0
H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0
L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0
L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0
L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0
L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0
M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0
M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0
L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0
L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0
L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1
L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0
L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0
L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0
L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0
L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0
L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0
L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0
L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0
L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0
L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0
L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0
M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0
L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0
L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0
L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0
M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0
L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0
M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0
L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0
H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0
L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0
M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0
H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0
L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0
L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0
M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0
H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0
L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0
H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0
L48512,L,299.0,310.3,1868,24.0,221,0,0,0,0,0,0
M16193,M,299.0,310.3,1558,35.4,223,0,0,0,0,0,0
L48514,L,299.0,310.4,1365,49.1,226,1,0,0,0,1,0
L48515,L,299.0,310.4,1371,53.8,228,1,0,0,0,1,0
L48516,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0
H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0
L48518,L,298.6,310.1,1721,27.2,5,0,0,0,0,0,0
M16199,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0
L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0
M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0
M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0
L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0
L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0
L48525,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,0
L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0
L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0
L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0
L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0
L48530,L,298.7,310.2,1436,47.5,32,0,0,0,0,0,0
L48531,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0
M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0
M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0
L48534,L,298.6,310.0,1334,48.0,42,0,0,0,0,0,0
M16215,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0
L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0
L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0
M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0
L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0
H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0
M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0
L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0
L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0
L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0
L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0
M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0
M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0
H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0
M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0
L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0
M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0
M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0
M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0
L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0
M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0
M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0
L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0
H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0
L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0
L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0
M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0
L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0
M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0
L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0
M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0
L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0
L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0
H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0
L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0
L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0
L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0
M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0
L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0
L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0
L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0
L48576,L,299.0,310.3,1483,39.2,153,0,0,0,0,0,0
L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0
L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0
L48579,L,299.0,310.2,1533,43.5,159,0,0,0,0,0,0
H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0
H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0
M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0
L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0
M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0
L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0
L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0
L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0
L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0
L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0
M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0
L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0
M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0
M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0
M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0
L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0
M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0
L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0
L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0
L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0
M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0
L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0
L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0
L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0
L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0
L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0
M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0
L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0
L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0
M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0
L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0
M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0
L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0
L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0
M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0
H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0
H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0
H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0
L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0
M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0
M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0
L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0
M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0
L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0
L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0
L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0
M16306,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0
M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0
M16308,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,0
H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0
M16310,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0
L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0
L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0
L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0
L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0
L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0
L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0
L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0
L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0
L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0
L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0
L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0
L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0
L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0
L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0
L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0
L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0
L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0
M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0
L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0
L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0
L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0
M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0
M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0
M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0
M16335,M,298.4,309.5,1519,35.4,133,0,0,0,0,0,0
L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0
L48657,L,298.3,309.4,1570,35.6,138,0,0,0,0,0,0
L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0
L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0
M16340,M,298.2,309.3,2056,18.7,144,0,0,0,0,0,0
M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0
M16342,M,298.1,309.1,1448,52.5,150,0,0,0,0,0,0
L48663,L,298.0,308.9,1578,35.6,153,0,0,0,0,0,0
M16344,M,298.0,309.0,1562,39.2,155,0,0,0,0,0,0
M16345,M,298.1,309.0,1976,19.3,158,0,0,0,0,0,0
M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0
L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0
L48668,L,298.2,309.1,1568,36.3,166,0,0,0,0,0,0
M16349,M,298.2,309.0,1723,26.6,168,0,0,0,0,0,0
L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0
M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0
M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0
L48673,L,298.0,308.8,1496,44.9,179,0,0,0,0,0,0
M16354,M,298.0,308.7,1377,48.5,181,0,0,0,0,0,0
H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0
L48676,L,298.0,308.7,1268,69.4,189,1,0,0,1,1,0
L48677,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0
L48678,L,298.0,308.8,1790,27.2,193,0,0,0,0,0,0
M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0
M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0
M16361,M,298.0,308.7,1436,48.2,201,0,0,0,0,0,0
L48682,L,298.0,308.7,1462,48.2,204,0,0,0,0,0,0
L48683,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0
L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0
L48685,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0
L48686,L,298.0,308.8,1610,33.7,212,0,0,0,0,0,0
M16367,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0
M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0
L48689,L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0
M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0
L48691,L,298.1,308.7,1642,30.3,3,0,0,0,0,0,0
H30926,H,298.0,308.7,1503,36.3,5,0,0,0,0,0,0
L48693,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0
M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0
M16375,M,298.2,308.9,1614,35.5,15,0,0,0,0,0,0
L48696,L,298.2,308.9,1278,54.0,18,0,0,0,0,0,0
M16377,M,298.2,308.9,1408,38.8,20,0,0,0,0,0,0
H30932,H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0
M16379,M,298.2,308.9,1512,38.5,28,0,0,0,0,0,0
L48700,L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0
M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0
H30936,H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0
L48703,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0
L48704,L,298.2,309.0,1601,35.8,43,0,0,0,0,0,0
L48705,L,298.2,309.0,2449,13.8,45,0,0,0,0,0,0
L48706,L,298.1,309.0,1787,27.6,47,0,0,0,0,0,0
H30941,H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0
L48708,L,298.1,309.0,1559,34.0,54,0,0,0,0,0,0
L48709,L,298.1,309.0,1557,36.0,56,0,0,0,0,0,0
L48710,L,298.1,309.0,1497,40.5,58,0,0,0,0,0,0
H30945,H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0
M16392,M,298.1,308.9,1417,39.2,65,0,0,0,0,0,0
M16393,M,298.0,308.9,1339,51.4,68,0,0,0,0,0,0
L48714,L,298.0,308.8,1757,29.1,71,0,0,0,0,0,0
L48715,L,298.0,308.8,1581,36.1,73,0,0,0,0,0,0
M16396,M,298.2,308.9,1326,54.4,75,0,0,0,0,0,0
M16397,M,298.4,309.1,1467,39.6,78,0,0,0,0,0,0
L48718,L,298.4,309.1,1798,29.6,81,0,0,0,0,0,0
M16399,M,298.5,309.2,1449,46.4,83,0,0,0,0,0,0
M16400,M,298.4,309.1,1525,39.3,86,0,0,0,0,0,0
L48721,L,298.4,309.0,2304,15.1,89,0,0,0,0,0,0
L48722,L,298.3,308.9,1379,54.7,91,0,0,0,0,0,0
L48723,L,298.4,308.9,1628,34.9,93,0,0,0,0,0,0
L48724,L,298.4,309.0,1474,52.7,95,0,0,0,0,0,0
M16405,M,298.4,309.0,1544,38.8,97,0,0,0,0,0,0
L48726,L,298.4,308.9,1391,48.4,100,0,0,0,0,0,0
L48727,L,298.3,308.9,1348,55.5,102,0,0,0,0,0,0
M16408,M,298.3,308.8,1349,52.1,104,0,0,0,0,0,0
L48729,L,298.4,308.9,1706,29.5,107,0,0,0,0,0,0
L48730,L,298.4,308.9,1638,32.4,109,0,0,0,0,0,0
L48731,L,298.4,308.8,1458,40.1,111,0,0,0,0,0,0
L48732,L,298.5,308.9,1781,27.8,113,0,0,0,0,0,0
L48733,L,298.5,308.8,1332,59.1,115,0,0,0,0,0,0
M16414,M,298.4,308.7,1584,31.7,117,0,0,0,0,0,0
L48735,L,298.4,308.6,1491,42.0,120,0,0,0,0,0,0
H30970,H,298.4,308.5,1398,47.1,122,0,0,0,0,0,0
L48737,L,298.3,308.4,1585,30.6,127,0,0,0,0,0,0
M16418,M,298.2,308.3,1476,43.5,129,0,0,0,0,0,0
L48739,L,298.2,308.3,1458,41.8,132,0,0,0,0,0,0
M16420,M,298.2,308.4,1510,39.9,134,0,0,0,0,0,0
L48741,L,298.2,308.4,1388,53.8,137,0,0,0,0,0,0
L48742,L,298.2,308.3,2216,16.8,139,0,0,0,0,0,0
L48743,L,298.2,308.3,1402,51.0,141,0,0,0,0,0,0
M16424,M,298.0,308.2,2090,19.0,143,0,0,0,0,0,0
L48745,L,298.0,308.2,1459,42.1,146,0,0,0,0,0,0
M16426,M,298.0,308.1,1403,44.8,148,0,0,0,0,0,0
L48747,L,298.1,308.2,1521,39.3,151,0,0,0,0,0,0
L48748,L,298.2,308.2,1407,47.1,153,0,0,0,0,0,0
M16429,M,298.1,308.2,1654,35.3,155,0,0,0,0,0,0
L48750,L,298.2,308.4,1452,43.5,158,0,0,0,0,0,0
L48751,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0
L48752,L,298.2,308.3,1230,59.6,162,0,0,0,0,0,0
L48753,L,298.2,308.2,1466,42.4,164,0,0,0,0,0,0
L48754,L,298.2,308.2,1478,50.1,166,0,0,0,0,0,0
L48755,L,298.2,308.3,2057,18.0,168,0,0,0,0,0,0
L48756,L,298.3,308.4,1490,41.7,170,0,0,0,0,0,0
L48757,L,298.3,308.4,1484,43.4,172,0,0,0,0,0,0
L48758,L,298.3,308.4,1593,37.0,174,0,0,0,0,0,0
L48759,L,298.3,308.3,1444,43.8,176,0,0,0,0,0,0
M16440,M,298.3,308.4,1444,47.5,178,0,0,0,0,0,0
M16441,M,298.2,308.3,1560,33.0,181,0,0,0,0,0,0
H30996,H,298.1,308.3,1530,42.0,184,0,0,0,0,0,0
L48763,L,298.2,308.4,1310,61.0,189,1,0,0,0,1,0
M16444,M,298.2,308.3,1639,33.3,191,0,0,0,0,0,0
L48765,L,298.2,308.3,1400,48.7,194,0,0,0,0,0,0
M16446,M,298.3,308.4,1486,44.2,196,0,0,0,0,0,0
M16447,M,298.2,308.3,1448,43.3,199,0,0,0,0,0,0
L48768,L,298.2,308.3,1688,32.0,202,0,0,0,0,0,0
M16449,M,298.1,308.3,1453,41.5,204,0,0,0,0,0,0
L48770,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0
L48771,L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0
L48772,L,298.1,308.4,1592,38.2,211,0,0,0,0,0,0
L48773,L,298.0,308.3,1544,34.7,213,0,0,0,0,0,0
M16454,M,298.0,308.2,1373,51.2,215,0,0,0,0,0,0
L48775,L,298.0,308.2,1365,52.9,218,1,0,0,0,1,0
L48776,L,298.0,308.1,1877,24.3,0,0,0,0,0,0,0
L48777,L,297.9,308.1,1531,40.8,2,0,0,0,0,0,0
L48778,L,297.9,308.0,1501,36.7,4,0,0,0,0,0,0
L48779,L,297.9,308.0,1490,46.2,6,0,0,0,0,0,0
M16460,M,297.8,307.8,1543,43.7,8,0,0,0,0,0,0
L48781,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0
H31016,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0
M16463,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0
L48784,L,297.8,307.8,1452,39.8,21,0,0,0,0,0,0
L48785,L,297.8,307.8,1396,42.5,23,0,0,0,0,0,0
L48786,L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0
L48787,L,297.8,307.8,1412,48.3,27,0,0,0,0,0,0
L48788,L,297.8,307.7,1393,38.0,29,0,0,0,0,0,0
L48789,L,297.7,307.7,1581,34.9,31,0,0,0,0,0,0
L48790,L,297.8,307.8,1573,37.9,33,0,0,0,0,0,0
M16471,M,297.8,307.9,1726,27.3,35,0,0,0,0,0,0
M16472,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0
L48793,L,297.9,308.0,1296,62.9,41,0,0,0,0,0,0
M16474,M,297.8,307.9,1802,25.8,43,0,0,0,0,0,0
L48795,L,297.8,307.9,1447,48.6,46,0,0,0,0,0,0
H31030,H,297.8,307.8,1662,30.7,48,0,0,0,0,0,0
L48797,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0
L48798,L,297.9,307.8,1286,59.5,55,0,0,0,0,0,0
L48799,L,297.9,307.7,1590,34.6,57,0,0,0,0,0,0
L48800,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0
L48801,L,297.7,307.6,1844,21.9,61,0,0,0,0,0,0
H31036,H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0
L48803,L,297.7,307.6,1921,22.9,68,0,0,0,0,0,0
M16484,M,297.8,307.8,1310,57.9,70,0,0,0,0,0,0
L48805,L,297.9,307.8,1365,46.9,73,0,0,0,0,0,0
M16486,M,297.9,307.8,1303,59.3,75,0,0,0,0,0,0
L48807,L,297.9,307.8,1499,37.5,78,0,0,0,0,0,0
L48808,L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0
M16489,M,297.9,307.9,1336,54.4,82,0,0,0,0,0,0
L48810,L,297.9,307.9,1412,44.5,85,0,0,0,0,0,0
L48811,L,298.0,308.0,1433,39.2,87,0,0,0,0,0,0
L48812,L,297.9,307.9,1426,43.6,89,0,0,0,0,0,0
L48813,L,297.9,307.9,1476,45.2,91,0,0,0,0,0,0
H31048,H,297.9,307.9,1406,58.5,93,0,0,0,0,0,0
L48815,L,297.8,307.8,1383,56.5,98,0,0,0,0,0,0
L48816,L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0
L48817,L,297.9,307.8,1665,33.9,102,0,0,0,0,0,0
